timeStamp,solar_power_W
2026-07-14 08:32:16,12.25
2026-07-14 09:32:16,32.55
2026-07-14 10:32:16,52.75
2026-07-14 11:32:16,46.62
2026-07-14 12:32:16,58.06
2026-07-14 14:32:16,25.67
2026-07-14 15:32:13,10.99
2026-07-14 16:32:16,3.07
2026-07-15 06:32:16,0.19
2026-07-15 07:32:14,8.09
2026-07-15 08:32:16,21.93
2026-07-15 09:32:16,32.730000000000004
2026-07-15 10:32:14,70.94
2026-07-15 11:32:16,70.52
2026-07-15 12:32:16,77.87
2026-07-15 13:32:16,44.989999999999995
2026-07-15 14:32:16,24.740000000000002
2026-07-15 15:32:16,15.86
2026-07-15 16:32:16,4.29
2026-07-16 06:32:16,0.16
2026-07-16 07:32:15,7.1899999999999995
2026-07-16 08:32:16,25.27
2026-07-16 09:32:15,39.22
2026-07-16 10:32:16,39.04
2026-07-16 11:32:16,69.35
2026-07-16 12:32:16,42.019999999999996
2026-07-16 13:32:16,58.2
2026-07-16 14:32:16,28.47
2026-07-16 15:32:16,15.3
2026-07-16 16:32:16,2.59
2026-07-17 06:32:16,0.03
2026-07-17 07:32:16,5.03
2026-07-17 08:32:16,19.63
2026-07-17 09:32:16,32.65
2026-07-17 10:32:16,48.71
2026-07-17 11:32:16,53.69
2026-07-17 12:32:16,42.97
2026-07-17 13:32:16,34.34
2026-07-17 14:32:16,24.330000000000002
2026-07-17 15:32:16,13.49
2026-07-17 16:32:16,2.09
2026-07-18 06:32:15,0.09
2026-07-18 07:32:16,5.67
2026-07-18 08:32:16,19.27
2026-07-18 09:32:16,48.35
2026-07-18 10:32:16,64.69
2026-07-18 12:32:16,32.1
2026-07-18 13:32:16,21.12
2026-07-18 14:32:15,12.899999999999999
2026-07-18 15:32:16,8.71
2026-07-18 16:32:16,1.58
2026-07-19 06:32:16,0.18
2026-07-19 07:32:15,8.370000000000001
2026-07-19 08:32:16,22.11
2026-07-19 09:32:16,40.510000000000005
2026-07-19 10:32:16,53.08
2026-07-19 11:32:15,58.31
2026-07-19 12:32:16,61.09
2026-07-19 13:32:16,55.35
2026-07-19 14:32:16,42.05
2026-07-19 15:32:16,14.76
2026-07-19 16:32:16,3.66
2026-07-20 06:32:16,0.03
2026-07-20 07:32:16,2.85
2026-07-20 09:32:16,15.98
2026-07-20 10:32:11,26.700000000000003
2026-07-20 11:32:14,51.18
2026-07-20 12:32:16,57.86
2026-07-20 13:32:15,28.18
2026-07-20 14:32:16,22.72
2026-07-20 15:32:16,14.129999999999999
2026-07-20 16:32:15,2.29
2026-07-21 06:32:15,0.13
2026-07-21 07:32:16,4.77
2026-07-21 08:32:15,19.98
2026-07-21 09:32:16,30.57
2026-07-21 10:32:16,43.47
2026-07-21 11:32:16,60.58
2026-07-21 12:32:15,73.38
2026-07-21 13:32:14,60.44
2026-07-21 14:32:16,42.42
2026-07-21 15:32:16,19.1
2026-07-21 16:32:16,4.8100000000000005
2026-07-22 06:32:16,0.1
2026-07-22 07:32:16,4.71
2026-07-22 08:32:16,15.91
2026-07-22 09:32:15,31.64
2026-07-22 11:32:15,37.83
2026-07-22 12:32:16,59.04
2026-07-22 13:32:15,35.01
2026-07-22 14:32:15,32.4
2026-07-22 15:32:15,18.009999999999998
2026-07-22 16:32:16,3.4699999999999998
2026-07-23 06:32:16,0.1
2026-07-23 07:32:16,7.92
2026-07-23 08:32:15,22.79
2026-07-23 09:32:15,45.9
2026-07-23 10:32:15,68.42
2026-07-23 11:32:15,70.14
2026-07-23 12:32:16,67.28
2026-07-23 13:32:16,54.489999999999995
2026-07-23 14:32:16,37.63
2026-07-23 15:32:16,19.12
2026-07-23 16:32:15,5.1899999999999995
2026-07-24 06:32:15,0.09
2026-07-24 07:32:16,5.4399999999999995
2026-07-24 08:32:16,26.29
2026-07-24 09:32:15,29.0
2026-07-24 10:32:15,40.519999999999996
2026-07-24 11:32:15,44.0
2026-07-24 12:32:15,34.97
2026-07-24 13:32:15,34.68
2026-07-24 14:32:15,18.53
2026-07-24 15:32:16,9.969999999999999
2026-07-24 16:32:15,2.94
2026-07-25 06:32:15,0.12
2026-07-25 07:32:16,5.13
2026-07-25 08:32:15,21.53
2026-07-25 09:32:15,51.26
2026-07-25 10:32:15,48.339999999999996
2026-07-25 11:32:16,48.38
2026-07-25 12:32:15,32.44
2026-07-25 13:32:15,28.55
2026-07-25 14:32:15,21.39
2026-07-25 15:32:16,14.33
2026-07-25 16:32:15,3.46
2026-07-26 12:32:15,23.91
2026-07-26 13:32:15,14.67
2026-07-26 14:32:16,14.32
2026-07-26 15:32:15,15.01
2026-07-26 16:32:15,3.98
2026-07-27 06:32:15,0.06
2026-07-27 07:32:15,3.3
2026-07-27 08:32:15,12.4
2026-07-27 09:32:15,22.17
2026-07-27 10:32:15,49.59
2026-07-27 11:32:15,34.629999999999995
2026-07-27 12:32:15,54.9
2026-07-27 13:32:15,52.6
2026-07-27 14:32:15,23.2
2026-07-27 15:32:15,7.07
2026-07-27 16:32:15,2.21
2026-07-28 06:32:15,0.15000000000000002
2026-07-28 07:32:15,6.359999999999999
2026-07-28 08:32:14,20.17
2026-07-28 09:32:15,28.450000000000003
2026-07-28 10:32:15,35.05
2026-07-28 11:32:15,42.4
2026-07-28 12:32:15,30.78
2026-07-28 13:32:15,19.45
2026-07-28 14:32:15,14.84
2026-07-28 15:32:15,8.18
2026-07-28 16:32:15,1.72
2026-07-29 06:32:15,0.03
2026-07-29 07:32:15,4.5600000000000005
2026-07-29 08:32:15,11.39
2026-07-29 09:32:15,22.38
2026-07-29 10:32:15,33.29
2026-07-29 11:32:15,45.09
2026-07-29 12:32:15,41.0
2026-07-29 13:32:15,44.34
2026-07-29 14:32:15,29.9
2026-07-29 15:32:15,17.32
2026-07-29 16:32:15,3.15
2026-07-30 06:32:15,0.15000000000000002
2026-07-30 07:32:15,9.41
2026-07-30 08:32:15,33.620000000000005
2026-07-30 09:32:15,49.0
2026-07-30 10:32:15,54.73
2026-07-30 11:32:15,88.23
2026-07-30 12:32:15,83.24
2026-07-30 13:32:15,60.23
2026-07-30 14:32:15,32.2
2026-07-30 15:32:15,15.469999999999999
2026-07-30 16:32:15,2.64
2026-07-31 06:32:14,0.1
2026-07-31 07:32:14,6.46
2026-07-31 08:32:14,21.869999999999997
2026-07-31 09:32:14,43.41
2026-07-31 10:32:14,65.48
2026-07-31 11:32:14,70.71000000000001
2026-07-31 12:32:14,70.39
2026-07-31 13:32:14,52.81999999999999
2026-07-31 14:32:14,25.02
2026-07-31 15:32:14,8.86
2026-07-31 16:32:14,3.2300000000000004
2026-07-31 17:32:14,0.01
2026-08-01 06:32:14,0.09
2026-08-01 07:32:14,6.0600000000000005
2026-08-01 08:32:14,27.66
2026-08-01 09:32:14,35.95
2026-08-01 10:32:14,48.95
2026-08-01 11:32:14,47.19
2026-08-01 12:32:14,50.68
2026-08-01 13:32:14,18.29
2026-08-01 14:32:14,16.92
2026-08-01 15:32:14,14.030000000000001
2026-08-01 16:32:14,3.94
2026-08-02 06:32:14,0.06
2026-08-02 07:32:14,4.7
2026-08-02 08:32:14,14.99
2026-08-02 09:32:14,25.65
2026-08-02 10:32:14,30.42
2026-08-02 12:32:14,45.88
2026-08-02 13:32:14,28.97
2026-08-02 14:32:14,26.22
2026-08-02 15:32:14,11.98
2026-08-02 16:32:14,3.26
2026-08-03 06:32:14,0.04
2026-08-03 07:32:14,5.38
2026-08-03 08:32:14,19.53
2026-08-03 09:32:14,39.39
2026-08-03 10:32:14,65.86
2026-08-03 11:32:14,67.67
2026-08-03 12:32:14,59.56
2026-08-03 13:32:14,57.0
2026-08-03 14:32:14,34.01
2026-08-03 15:32:14,19.48
2026-08-03 16:32:13,4.37
2026-08-03 17:32:14,0.03
2026-08-04 06:32:14,0.06
2026-08-04 07:32:14,8.26
2026-08-04 08:32:13,16.35
2026-08-04 09:32:14,31.18
2026-08-04 11:32:13,44.13
2026-08-04 12:32:13,51.14
2026-08-04 13:32:14,48.92
2026-08-04 14:32:13,20.78
2026-08-04 15:32:14,11.17
2026-08-04 16:32:13,4.76
2026-08-04 17:32:13,0.06
2026-08-05 06:32:14,0.06
2026-08-05 07:32:14,3.02
2026-08-05 08:32:13,18.17
2026-08-05 09:32:11,38.34
2026-08-05 10:32:14,46.43
2026-08-05 11:32:13,54.81
2026-08-05 12:32:13,67.41
2026-08-05 13:32:14,48.03
2026-08-05 14:32:13,43.18
2026-08-05 15:32:14,22.63
2026-08-05 16:32:13,5.6
2026-08-05 17:32:13,0.09
2026-08-06 06:32:13,0.13
2026-08-06 07:32:12,6.17
2026-08-06 08:32:14,29.26
2026-08-06 09:32:13,38.21
2026-08-06 10:32:13,62.31
2026-08-06 11:32:13,69.49000000000001
2026-08-06 12:32:11,52.25
2026-08-06 13:32:11,53.42
2026-08-06 14:32:13,33.99
2026-08-06 15:32:13,14.87
2026-08-06 16:32:14,3.42
2026-08-06 17:32:13,0.06
2026-08-08 06:32:13,0.1
2026-08-08 07:32:13,2.86
2026-08-08 08:32:12,11.25
2026-08-08 09:32:16,33.88
2026-08-08 13:32:13,53.53
2026-08-08 14:32:13,35.65
2026-08-08 15:32:13,22.77
2026-08-08 16:32:13,6.66
2026-08-08 17:32:13,0.12
2026-08-09 06:32:13,0.1
2026-08-09 07:32:13,5.76
2026-08-09 08:32:13,20.2
2026-08-09 09:32:13,27.6
2026-08-09 10:32:12,38.760000000000005
2026-08-09 11:32:13,53.51
2026-08-09 12:32:13,81.18
2026-08-09 13:32:13,45.2
2026-08-09 14:32:13,33.0
2026-08-09 15:32:12,23.75
2026-08-09 16:32:12,8.79
2026-08-09 17:32:13,0.2
2026-08-10 06:32:12,0.36
2026-08-10 07:32:12,10.809999999999999
2026-08-10 08:32:12,20.85
2026-08-10 09:32:12,43.1
2026-08-10 10:32:12,60.86
2026-08-10 11:32:12,81.01
2026-08-10 12:32:12,86.99000000000001
2026-08-10 13:32:12,85.8
2026-08-10 14:32:12,65.39
2026-08-10 15:32:12,37.019999999999996
2026-08-10 16:32:12,9.61
2026-08-10 17:32:12,0.14
2026-08-11 06:32:12,0.21000000000000002
2026-08-11 07:32:12,5.67
2026-08-11 08:32:12,23.28
2026-08-11 09:32:12,54.07
2026-08-11 10:32:12,54.25
2026-08-11 11:32:12,47.86
2026-08-11 12:32:12,53.650000000000006
2026-08-11 13:32:12,50.629999999999995
2026-08-11 14:32:12,31.189999999999998
2026-08-11 15:32:12,9.02
2026-08-11 16:32:12,3.9299999999999997
2026-08-11 17:32:12,0.03
2026-08-12 06:32:12,0.13
2026-08-12 07:32:11,4.07
2026-08-12 08:32:12,14.280000000000001
2026-08-12 09:32:12,19.78
2026-08-12 11:32:11,38.72
2026-08-12 12:32:12,64.33
2026-08-12 13:32:12,37.480000000000004
2026-08-12 14:32:12,15.77
2026-08-12 15:32:11,14.75
2026-08-12 16:32:12,4.92
2026-08-12 17:32:12,0.03
2026-08-13 06:32:11,0.33
2026-08-13 07:32:12,5.24
2026-08-13 08:32:12,18.32
2026-08-13 09:32:12,42.53
2026-08-13 10:32:12,62.79
2026-08-13 11:32:12,79.29
2026-08-13 12:32:12,88.49000000000001
2026-08-13 13:32:12,52.19
2026-08-13 14:32:12,15.42
2026-08-13 15:32:12,14.64
2026-08-13 16:32:12,5.85
2026-08-13 17:32:12,0.03
2026-08-14 06:32:10,0.9199999999999999
2026-08-14 07:32:12,11.61
2026-08-14 08:32:12,31.25
