glider_time,sensor_time,Year,Month,Day,Hour,Minute,Second,Latitude,Longitude,Status Flags,Enclosure Press Ave,Enclosure Temp Ave,Enclosure RH Ave,PCB Temp Ave,Zero Temp Ave,Zero Temp SD,Zero Press Ave,Zero Press SD,Zero CO2 Ave,Zero CO2 SD,Zero RH Ave,Zero RH SD,Zero RH Temp Ave,Zero RH Temp SD,Zero Raw 1,Zero Raw 2,Span Pump On Temp Ave,Span Pump On Temp SD,Span Pump On Press Ave,Span Pump On Press SD,Span Pump On CO2 Ave,Span Pump On CO2 SD,Span Pump On RH Ave,Span Pump On RH SD,Span Pump On RH Temp Ave,Span Pump On RH Temp SD,Span Pre Temp Ave,Span Pre Temp SD,Span Pre Press Ave,Span Pre Press SD,Span Pre CO2 Ave,Span Pre CO2 SD,Span Pre RH Ave,Span Pre RH SD,Span Pre RH Temp Ave,Span Pre RH Temp SD,Span Pre Raw 1,Span Pre Raw 2,Span Post Temp Ave,Span Post Temp SD,Span Post Press Ave,Span Post Press SD,Span Post CO2 Ave,Span Post CO2 SD,Span Post RH Ave,Span Post RH SD,Span Post RH Temp Ave,Span Post RH Temp SD,Span Post Raw 1,Span Post Raw 2,EQ Pump On Temp Ave,EQ Pump On Temp SD,EQ Pump On Press Ave,EQ Pump On Press SD,EQ Pump On CO2 Ave,EQ Pump On CO2 SD,EQ Pump On RH Ave,EQ Pump On RH SD,EQ Pump On RH Temp Ave,EQ Pump On RH Temp SD,EQ Temp Ave,EQ Temp SD,EQ Press Ave,EQ Press SD,EQ CO2 Ave,EQ CO2 SD,EQ RH Ave,EQ RH SD,EQ RH Temp Ave,EQ RH Temp SD,EQ Raw 1,EQ Raw 2,Air Pump On Temp Ave,Air Pump On Temp SD,Air Pump On Press Ave,Air Pump On Press SD,Air Pump On CO2 Ave,Air Pump On CO2 SD,Air Pump On RH Ave,Air Pump On RH SD,Air Pump On RH Temp Ave,Air Pump On RH Temp SD,Air Temp Ave,Air Temp SD,Air Press Ave,Air Press SD,Air CO2 Ave,Air CO2 SD,Air RH Ave,Air RH SD,Air RH Temp Ave,Air RH Temp SD,Air Raw 1,Air Raw 2,Zero Cal K,Span Cal K,Ocean CO2 Ave,Atmosphere CO2 Ave,PH Int,PH Ext,FET Temp,FET Voltage Int,FET Voltage Ext,Voltage Thermistor,Supply Voltage,Supply Current,Enclosure RH,SeaFET Status,CTD Temp,CTD Conductivity,O2 Phase Delay,O2 Therm Voltage,O2 Calculated,O2 Temp
2026-08-13 20:21:54,13-08-2026 19:51:09,2026,8,13,19,51,9,-3915.2208,1020.2304,10240,102.53,20.99,61.8,27.1,51.42,0.004,39.05,0.01,1163.87,5.43,45.2,0.02,27.89,0.013,3726908,5231007,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,51.42,0.004,39.56,0.01,1163.78,7.27,45.4,0.02,27.88,0.013,51.42,0.004,39.63,0.01,1162.54,5.96,45.4,0.02,27.88,0.014,3722966,5230719,51.42,0.004,38.98,0.01,1164.18,7.42,45.3,0.02,27.88,0.012,51.42,0.005,39.04,0.01,1164.19,6.68,45.3,0.02,27.88,0.014,3726906,5230979,1.310116,0.7,1144.6,1145.89,0,0,-5,-21.474836,-21.474836,-21.474836,0,0,0,0,0,0,0,0,0,0
2026-08-13 21:00:45,13-08-2026 20:34:46,2026,8,13,20,34,46,-3914.7504,1021.0592,8192,102.52,20.95,61.7,27.1,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,51.42,0.003,39.97,0.01,1162.0,4.86,45.3,0.02,27.87,0.012,51.42,0.004,40.03,0.01,1162.59,5.62,45.3,0.02,27.87,0.011,3720370,5230890,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,1.310116,0.7,1144.78,-50.0,0,0,-5,-21.474836,-21.474836,-21.474836,0,0,0,0,0,0,0,0,0,0
2026-08-13 21:06:51,13-08-2026 20:19:46,2026,8,13,20,19,46,-3914.9616,1020.8416,8192,102.54,20.96,61.8,27.1,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,51.42,0.004,39.67,0.01,1162.56,5.4,45.4,0.02,27.87,0.012,51.42,0.005,39.74,0.01,1162.71,4.68,45.4,0.02,27.87,0.01,3722330,5230837,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,1.310116,0.7,1144.79,-50.0,0,0,-5,-21.474836,-21.474836,-21.474836,0,0,0,0,0,0,0,0,0,0
2026-08-13 23:19:16,13-08-2026 22:46:59,2026,8,13,22,46,59,-3913.1336,1022.5632,10496,102.39,20.69,61.7,26.9,51.42,0.004,38.83,0.01,1158.94,6.34,44.9,0.02,27.71,0.014,3729017,5230778,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,51.42,0.005,39.24,0.01,1160.13,5.96,45.2,0.02,27.67,0.012,51.42,0.004,39.32,0.01,1159.72,5.96,45.2,0.02,27.67,0.012,3725427,5230588,51.42,0.004,38.66,0.01,1160.5,8.44,45.1,0.02,27.69,0.014,51.42,0.004,38.72,0.01,1160.83,5.61,45.1,0.02,27.7,0.012,3729451,5230804,1.310116,0.7,1141.51,1142.24,0,0,-5,-21.474836,-21.474836,-21.474836,0,0,0,0,0,0,0,0,0,0
2026-08-13 23:20:01,13-08-2026 22:31:59,2026,8,13,22,31,59,-3913.1488,1022.5536,8192,102.4,20.76,61.7,26.9,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,51.42,0.004,40.02,0.01,1158.94,4.91,45.2,0.02,27.72,0.013,51.42,0.004,40.09,0.01,1158.86,6.09,45.2,0.02,27.72,0.012,3720126,5230286,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,1.310116,0.7,1141.05,-50.0,0,0,-5,-21.474836,-21.474836,-21.474836,0,0,0,0,0,0,0,0,0,0
2026-08-13 23:21:34,13-08-2026 22:16:59,2026,8,13,22,16,59,-3913.3312,1022.3488,8192,102.41,20.83,61.7,26.9,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,51.42,0.004,39.54,0.01,1159.9,7.32,45.2,0.02,27.76,0.012,51.42,0.004,39.62,0.01,1159.51,5.41,45.2,0.02,27.75,0.013,3723305,5230384,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,1.310116,0.7,1141.49,-50.0,0,0,-5,-21.474836,-21.474836,-21.474836,0,0,0,0,0,0,0,0,0,0
2026-08-13 23:27:41,13-08-2026 23:15:35,2026,8,13,23,15,35,-3913.1336,1022.5632,8448,102.36,20.69,61.8,26.8,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,51.42,0.003,39.52,0.01,1159.46,7.25,45.2,0.02,27.67,0.013,51.42,0.004,39.6,0.01,1158.85,5.53,45.2,0.02,27.66,0.012,3723623,5230534,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,1.310116,0.7,1140.76,-50.0,0,0,-5,-21.474836,-21.474836,-21.474836,0,0,0,0,0,0,0,0,0,0
2026-08-14 03:19:01,14-08-2026 02:41:25,2026,8,14,2,41,25,-3913.1336,1022.5632,10496,102.18,20.42,61.7,26.6,51.42,0.004,39.03,0.01,1157.27,6.22,44.6,0.02,27.55,0.014,3728487,5231617,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,51.42,0.004,39.25,0.01,1157.6,5.37,44.8,0.02,27.48,0.013,51.42,0.003,39.33,0.01,1156.31,4.94,44.8,0.02,27.47,0.013,3726441,5231370,51.42,0.004,38.96,0.01,1157.54,7.76,44.7,0.02,27.52,0.011,51.42,0.004,39.03,0.01,1158.17,8.65,44.7,0.02,27.52,0.011,3728328,5231573,1.310116,0.7,1137.83,1139.45,0,0,-5,-21.474836,-21.474836,-21.474836,0,0,0,0,0,0,0,0,0,0
2026-08-14 03:27:21,14-08-2026 03:10:01,2026,8,14,3,10,1,-3913.1336,1022.5632,8448,102.15,20.35,61.7,26.5,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,51.42,0.004,39.4,0.01,1156.11,7.65,44.8,0.02,27.43,0.013,51.42,0.004,39.47,0.01,1156.83,7.55,44.8,0.02,27.43,0.013,3725498,5231470,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,1.310116,0.7,1138.39,-50.0,0,0,-5,-21.474836,-21.474836,-21.474836,0,0,0,0,0,0,0,0,0,0
2026-08-14 04:23:48,14-08-2026 04:08:38,2026,8,14,4,8,38,-3909.1392,1029.2192,8192,102.13,20.2,61.7,26.4,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,51.42,0.004,39.49,0.01,1155.19,6.99,44.7,0.02,27.31,0.011,51.42,0.003,39.56,0.01,1155.36,6.86,44.7,0.02,27.31,0.016,3725169,5231633,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,1.310116,0.7,1136.9,-50.0,0,0,-5,-21.474836,-21.474836,-21.474836,0,0,0,0,0,0,0,0,0,0
2026-08-14 08:17:33,14-08-2026 08:03:03,2026,8,14,8,3,3,-3904.4864,1034.8768,8448,102.23,20.54,61.4,26.6,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,51.42,0.004,40.07,0.01,1148.63,6.07,44.2,0.02,27.5,0.015,51.42,0.004,40.15,0.02,1147.8,8.01,44.2,0.02,27.5,0.012,3722282,5231506,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,1.310116,0.7,1129.34,-50.0,0,0,-5,-21.474836,-21.474836,-21.474836,0,0,0,0,0,0,0,0,0,0
2026-08-14 08:25:51,14-08-2026 07:34:27,2026,8,14,7,34,27,-3904.9056,1034.5216,10240,102.18,20.47,61.5,26.6,51.42,0.004,39.59,0.01,1148.15,5.74,44.0,0.02,27.42,0.013,3726223,5231851,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,51.42,0.004,39.78,0.01,1147.85,6.98,44.2,0.02,27.44,0.01,51.42,0.004,39.85,0.01,1148.51,5.52,44.2,0.02,27.45,0.011,3724300,5231599,51.42,0.005,39.23,0.01,1149.03,7.5,44.1,0.02,27.42,0.014,51.42,0.004,39.31,0.01,1149.44,6.64,44.1,0.02,27.42,0.012,3727945,5231859,1.310116,0.7,1129.93,1130.52,0,0,-5,-21.474836,-21.474836,-21.474836,0,0,0,0,0,0,0,0,0,0
2026-08-14 13:53:46,14-08-2026 13:35:55,2026,8,14,13,35,55,-3856.1824,1040.3584,8192,102.27,20.96,61.3,27.1,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,51.42,0.004,40.22,0.01,1131.85,5.56,43.8,0.02,27.85,0.014,51.42,0.005,40.29,0.01,1131.61,5.35,43.8,0.02,27.86,0.012,3719795,5225772,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,1.02,0.7,1139.21,-50.0,0,0,-5,-21.474836,-21.474836,-21.474836,0,0,0,0,0,0,0,0,0,0
2026-08-14 13:55:14,14-08-2026 13:07:19,2026,8,14,13,7,19,-3856.852,1039.856,10240,102.27,20.95,61.4,27.1,51.42,0.004,39.67,0.01,1130.98,6.16,43.6,0.03,27.84,0.013,3724466,5226322,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,51.42,0.003,40.0,0.01,1132.9,6.72,43.8,0.02,27.85,0.011,51.42,0.004,40.06,0.01,1132.95,6.56,43.8,0.02,27.85,0.012,3721178,5225854,51.42,0.004,39.65,0.01,1131.56,4.78,43.7,0.02,27.84,0.014,51.42,0.003,39.72,0.01,1131.43,8.77,43.7,0.02,27.84,0.012,3723877,5226133,1.02,0.7,1140.6,1139.12,0,0,-5,-21.474836,-21.474836,-21.474836,0,0,0,0,0,0,0,0,0,0
2026-08-14 13:59:54,14-08-2026 12:52:19,2026,8,14,12,52,19,-3857.1712,1039.5744,8192,102.27,20.92,61.3,27.1,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,51.42,0.004,40.65,0.01,1130.92,5.88,43.9,0.02,27.84,0.013,51.42,0.004,40.71,0.01,1131.45,6.89,43.9,0.02,27.85,0.014,3717242,5226072,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,1.02,0.7,1138.98,-50.0,0,0,-5,-21.474836,-21.474836,-21.474836,0,0,0,0,0,0,0,0,0,0
2026-08-14 14:03:45,14-08-2026 13:50:55,2026,8,14,13,50,55,-3855.8448,1040.6272,8192,102.27,20.93,61.3,27.1,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,51.42,0.004,40.66,0.01,1131.83,7.58,43.8,0.02,27.86,0.015,51.42,0.003,40.73,0.01,1131.54,6.05,43.8,0.02,27.86,0.012,3716734,5225516,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,1.02,0.7,1139.05,-50.0,0,0,-5,-21.474836,-21.474836,-21.474836,0,0,0,0,0,0,0,0,0,0
2026-08-14 14:13:05,14-08-2026 12:37:19,2026,8,14,12,37,19,-3857.5008,1039.3088,8192,102.27,20.93,61.4,27.1,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,51.42,0.004,40.18,0.02,1132.35,6.43,43.8,0.02,27.84,0.012,51.42,0.004,40.25,0.01,1131.94,7.66,43.9,0.02,27.84,0.012,3720415,5226304,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,1.02,0.7,1139.56,-50.0,0,0,-5,-21.474836,-21.474836,-21.474836,0,0,0,0,0,0,0,0,0,0
2026-08-14 19:29:24,14-08-2026 18:58:58,2026,8,14,18,58,58,-3848.7232,1045.7472,10240,102.03,20.55,61.4,26.8,51.42,0.004,40.33,0.01,1129.01,4.64,43.4,0.02,27.58,0.013,3718304,5223497,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,51.42,0.004,40.41,0.01,1130.38,6.61,43.6,0.02,27.56,0.011,51.42,0.004,40.48,0.01,1130.2,8.12,43.6,0.02,27.56,0.014,3716829,5223068,51.42,0.004,39.92,0.01,1130.4,5.58,43.5,0.02,27.57,0.014,51.42,0.004,39.98,0.01,1130.05,6.81,43.5,0.02,27.56,0.014,3720348,5223327,1.02,0.7,1137.72,1137.65,0,0,-5,-21.474836,-21.474836,-21.474836,0,0,0,0,0,0,0,0,0,0
2026-08-14 23:22:42,14-08-2026 22:53:23,2026,8,14,22,53,23,-3844.3744,1048.9984,10240,102.04,20.69,61.4,26.9,51.42,0.004,39.88,0.01,1127.14,5.57,43.1,0.02,27.61,0.013,3720686,5222229,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,51.42,0.004,40.5,0.01,1127.16,7.01,43.4,0.03,27.63,0.011,51.42,0.003,40.58,0.01,1126.9,6.45,43.4,0.02,27.63,0.015,3715754,5221698,51.42,0.004,39.84,0.01,1127.66,7.49,43.3,0.02,27.61,0.014,51.42,0.004,39.91,0.01,1127.1,6.16,43.3,0.02,27.62,0.011,3720201,5221815,1.02,0.7,1134.35,1134.65,0,0,-5,-21.474836,-21.474836,-21.474836,0,0,0,0,0,0,0,0,0,0
2026-08-15 01:26:39,15-08-2026 00:50:36,2026,8,15,0,50,36,-3842.2264,1051.3984,10240,101.94,20.52,61.4,26.7,51.42,0.004,40.39,0.01,1125.05,8.3,43.1,0.02,27.56,0.014,3717559,5222079,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,51.42,0.004,40.73,0.01,1125.9,6.19,43.4,0.03,27.53,0.012,51.42,0.003,40.8,0.01,1125.47,6.04,43.4,0.02,27.53,0.014,3714453,5221634,51.42,0.005,40.11,0.01,1126.39,5.71,43.2,0.02,27.55,0.013,51.42,0.004,40.19,0.01,1125.59,5.55,43.2,0.02,27.55,0.013,3718748,5222043,1.02,0.7,1132.86,1133.07,0,0,-5,-21.474836,-21.474836,-21.474836,0,0,0,0,0,0,0,0,0,0
2026-08-15 01:49:42,15-08-2026 01:34:13,2026,8,15,1,34,13,-3841.448,1052.4352,8192,101.91,20.48,61.4,26.7,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,51.42,0.004,41.56,0.01,1124.02,5.62,43.4,0.02,27.51,0.012,51.42,0.003,41.63,0.01,1123.66,6.53,43.4,0.02,27.51,0.013,3709152,5221523,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,1.02,0.7,1130.89,-50.0,0,0,-5,-21.474836,-21.474836,-21.474836,0,0,0,0,0,0,0,0,0,0
2026-08-15 01:57:00,15-08-2026 01:19:13,2026,8,15,1,19,13,-3841.7152,1052.1088,8192,101.93,20.51,61.4,26.7,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,51.42,0.004,41.05,0.01,1125.25,7.14,43.3,0.02,27.52,0.014,51.42,0.004,41.12,0.01,1124.61,6.43,43.4,0.02,27.53,0.012,3712448,5221613,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,1.02,0.7,1131.93,-50.0,0,0,-5,-21.474836,-21.474836,-21.474836,0,0,0,0,0,0,0,0,0,0
2026-08-15 02:27:10,15-08-2026 01:49:13,2026,8,15,1,49,13,-3841.1784,1052.7808,10240,101.88,20.44,61.5,26.7,51.42,0.004,40.42,0.01,1124.43,6.41,43.1,0.03,27.49,0.01,3717275,5221864,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,51.42,0.003,40.54,0.01,1125.04,5.37,43.3,0.02,27.47,0.014,51.42,0.004,40.6,0.01,1125.63,5.05,43.3,0.02,27.47,0.011,3715798,5221731,51.42,0.004,40.03,0.01,1125.19,6.32,43.2,0.02,27.48,0.013,51.42,0.003,40.1,0.01,1125.5,5.64,43.2,0.02,27.48,0.014,3719141,5221713,1.02,0.7,1133.04,1132.99,0,0,-5,-21.474836,-21.474836,-21.474836,0,0,0,0,0,0,0,0,0,0
2026-08-15 23:26:03,15-08-2026 23:03:34,2026,8,15,23,3,34,-3835.2968,1059.296,8448,101.9,21.12,61.3,27.4,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,51.42,0.004,40.44,0.01,1127.04,7.56,42.8,0.02,27.97,0.012,51.42,0.004,40.52,0.01,1126.29,5.41,42.8,0.02,27.97,0.013,3713170,5217384,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,1.02,0.7,1133.63,-50.0,0,0,-5,-21.474836,-21.474836,-21.474836,0,0,0,0,0,0,0,0,0,0
2026-08-16 03:28:52,16-08-2026 02:58:00,2026,8,16,2,58,0,-3805.276,1134.2336,8192,101.87,21.12,61.2,27.4,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,51.42,0.004,40.1,0.01,1131.09,5.47,42.7,0.02,27.95,0.013,51.42,0.004,40.18,0.02,1130.75,4.49,42.7,0.02,27.96,0.012,3714308,5216803,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0,0,1.02,0.7,1138.18,-50.0,0,0,-5,-21.474836,-21.474836,-21.474836,0,0,0,0,0,0,0,0,0,0
