timeStamp,latitude,longitude,air_temperature,air_pressure,wind_speed_kt,wind_speed_std,wind_dir_deg,wind_dir_std_deg,gust_hour,gust_minute,gust_speed_kt,gust_dir_deg,num_valid_wind_samples,wind_speed_ms
2026-06-30 09:30:00,-34.499975,15.481005,17.7,1028.7,6.5,2.6,86.10000000000001,18.900000000000002,9,15,9.8,82.9,1080,3.343886
2026-06-30 10:00:00,-34.50595,15.430325,18.2,1025.4,5.2,4.5,76.60000000000001,33.800000000000004,9,41,12.100000000000001,125.80000000000001,1800,2.6751088000000003
2026-06-30 10:30:00,-34.4999433333333,15.4282266666667,16.7,1020.2,7.5,10.0,200.0,53.0,10,26,14.5,239.3,1800,3.85833
2026-06-30 11:00:00,-34.5005733333333,15.426825,16.2,1022.7,10.200000000000001,11.100000000000001,237.5,14.0,10,54,19.8,236.3,1800,5.247328800000001
2026-06-30 11:30:00,-34.500945,15.424535,15.3,1022.6,10.700000000000001,10.700000000000001,237.70000000000002,15.700000000000001,11,2,18.900000000000002,239.70000000000002,1800,5.5045508000000005
2026-06-30 12:00:00,-34.50107,15.4230866666667,15.3,1021.9000000000001,9.5,20.6,235.10000000000002,23.900000000000002,11,46,20.6,239.5,1799,4.887218
2026-06-30 12:30:00,-34.5013983333333,15.4209283333333,15.3,1022.7,10.200000000000001,9.5,237.10000000000002,16.1,12,24,17.900000000000002,235.9,1800,5.247328800000001
2026-06-30 13:00:00,-34.5016716666667,15.4190533333333,15.0,1021.3000000000001,10.700000000000001,10.4,236.9,13.4,12,36,18.8,232.5,1800,5.5045508000000005
2026-06-30 13:30:00,-34.5018833333333,15.41746,14.100000000000001,1021.4000000000001,9.200000000000001,9.3,236.9,14.9,13,1,15.5,231.10000000000002,1800,4.732884800000001
2026-06-30 14:00:00,-34.5021616666667,15.4158516666667,14.0,1021.5,9.4,12.8,237.10000000000002,17.8,13,39,18.400000000000002,248.0,1800,4.8357736000000004
2026-06-30 14:30:00,-34.5000166666667,15.411285,14.100000000000001,1022.1,7.2,21.900000000000002,176.3,70.0,14,7,18.900000000000002,152.4,1800,3.7039968
2026-07-01 07:00:00,-36.9445933333333,12.5294683333333,12.200000000000001,1025.6000000000001,4.6000000000000005,4.800000000000001,32.800000000000004,46.0,6,58,9.8,64.9,243,2.3664424000000004
2026-07-01 07:30:00,-36.969995,12.42691,12.5,1023.8000000000001,4.6000000000000005,4.1000000000000005,30.200000000000003,45.7,7,17,9.700000000000001,59.5,1800,2.3664424000000004
2026-07-01 08:00:00,-37.0175033333333,12.3395316666667,12.8,1022.3000000000001,4.7,4.4,17.3,49.800000000000004,7,58,9.8,357.20000000000005,1800,2.4178868000000002
2026-07-01 08:30:00,-37.070585,12.253665,13.100000000000001,1023.3000000000001,4.5,4.800000000000001,11.4,51.400000000000006,8,2,11.0,66.60000000000001,1799,2.314998
2026-07-01 09:00:00,-37.123805,12.16416,14.0,1023.4000000000001,5.1000000000000005,5.2,20.6,47.900000000000006,8,46,12.100000000000001,66.5,1800,2.6236644000000005
2026-07-01 09:30:00,-37.185245,12.0537783333333,13.9,1022.6,6.0,6.9,15.8,42.900000000000006,9,16,13.3,46.6,1800,3.086664
2026-07-01 10:00:00,-37.24584,11.9353616666667,13.9,1022.1,7.300000000000001,12.200000000000001,27.0,34.300000000000004,9,57,16.6,37.7,1800,3.7554412000000004
2026-07-01 10:30:00,-37.3098783333333,11.8164833333333,14.100000000000001,1022.6,14.9,7.5,52.2,12.3,10,9,19.6,55.1,1800,7.665215600000001
2026-07-01 11:00:00,-37.3750466666667,11.6969433333333,14.3,1021.8000000000001,15.200000000000001,20.900000000000002,67.2,10.3,10,57,30.6,54.0,1800,7.819548800000001
2026-07-01 11:30:00,-37.4137716666667,11.62106,13.8,1022.2,8.5,28.400000000000002,72.2,28.900000000000002,11,7,19.5,90.60000000000001,1800,4.372774
2026-07-01 12:00:00,-37.412455,11.61507,14.4,1021.3000000000001,4.4,7.0,3.6,82.30000000000001,11,59,13.200000000000001,249.20000000000002,1800,2.2635536000000003
2026-07-01 12:30:00,-37.4123966666667,11.6149316666667,14.5,1020.9000000000001,9.0,8.700000000000001,233.70000000000002,15.0,12,23,16.0,234.60000000000002,1799,4.629996
2026-07-01 13:00:00,-37.4119166666667,11.6155783333333,14.700000000000001,1020.8000000000001,9.9,9.600000000000001,240.9,19.8,12,38,16.5,199.3,1800,5.0929956
2026-07-01 13:30:00,-37.4166133333333,11.620365,15.8,1021.2,7.4,9.0,241.20000000000002,34.4,13,5,14.0,242.4,1800,3.8068856
