timeStamp,latitude,longitude,significant_wave_height_m,average_wave_period_s,peak_wave_period_s,peak_wave_direction_deg,n_samples,sampling_frequency_hz,sample_gaps
2026-06-30 09:00:00,-34.5002216666667,15.5457333333333,,,,,196,4.0,4604
2026-06-30 09:20:00,-34.500395,15.5031083333333,1.4126276666916056,9.789938760239687,9.481481481481481,197.61918154018366,4790,4.0,10
2026-06-30 09:40:00,-34.4998133333333,15.4602033333333,1.473976929378082,9.905310604071685,9.481481481481481,190.2488810815558,4799,4.0,1
2026-06-30 10:00:00,-34.5059816666667,15.4303366666667,1.1655299363436793,9.455522343970129,9.481481481481481,174.35903274706317,4799,4.0,1
2026-06-30 10:20:00,-34.49967,15.4286933333333,1.257436419548601,9.809600436166704,9.481481481481481,234.5489339683732,4799,4.0,1
2026-06-30 10:40:00,-34.5003216666667,15.4278166666667,2.621912954422247,11.309644485137603,13.473684210526315,211.61377454986854,4799,4.0,1
2026-06-30 11:00:00,-34.5005583333333,15.4268116666667,2.613190459855868,11.283671693361788,13.473684210526315,217.7360841626333,4799,4.0,1
2026-06-30 11:20:00,-34.500745,15.4253083333333,2.3459591889347746,11.330484910712501,12.19047619047619,224.84160669637834,4799,4.0,1
2026-06-30 11:40:00,-34.5008933333333,15.4243283333333,2.498222857430584,10.945960096382057,12.19047619047619,218.0048270489094,4799,4.0,1
2026-06-30 12:00:00,-34.50108,15.423065,2.4701397995913927,11.235584934604084,12.19047619047619,211.7612599279198,4799,4.0,1
2026-06-30 12:20:00,-34.501275,15.4217066666667,2.4698929650861565,10.948846701331455,13.473684210526315,215.21267683900965,4799,4.0,1
2026-06-30 12:40:00,-34.501465,15.42046,2.882120940157286,11.167219004875593,13.473684210526315,219.9697817471615,4799,4.0,1
2026-06-30 13:00:00,-34.5016233333333,15.419065,2.7013758094233977,11.280994967627818,12.19047619047619,217.0313727648328,4799,4.0,1
2026-06-30 13:20:00,-34.5019466666667,15.41754,2.3939161585633393,11.080238687953997,12.19047619047619,214.29379324725042,4799,4.0,1
2026-06-30 13:40:00,-34.5019216666667,15.4174183333333,2.2857270999476476,11.173677814266485,12.19047619047619,217.03280649162036,4799,4.0,1
2026-06-30 14:00:00,-34.502185,15.415845,2.327572112455278,11.445547794515567,12.19047619047619,216.51333865521187,4799,4.0,1
2026-06-30 14:20:00,-34.50017,15.411465,2.13173508669462,11.356746349655928,12.19047619047619,213.4702859995132,4793,4.0,7
